 ,Weekly_Sales
262177,8084.196900000001
262178,6540.105999999994
262179,30308.650000000005
262180,12616.798499999994
262181,34645.02729999998
262182,869.2226999999996
262183,6023.836900000007
262184,6674.8635
262185,3771.5112
262186,19941.4032
262187,50684.096
262188,62.8263
262189,89.05500000000004
262190,18734.3647
262191,3083.8141
262192,4080.417299999999
262193,7868.100699999997
262194,6116.051499999997
262195,12281.8444
262196,1300.045400000001
262197,32073.6046
262198,17398.231899999977
262199,8799.143800000005
262200,9045.277999999997
262201,16392.197700000008
262202,3303.824300000002
262203,57.03200000000002
262204,34335.66730000001
262205,5039.605999999997
262206,106.43620000000004
262207,227.34299999999996
262208,26257.71180000001
262209,100.44359999999998
262210,11709.739499999994
262211,66192.14190000005
262212,111.96419999999998
262213,337.3691000000002
262214,286.2828999999999
262215,9289.119600000002
262216,1218.0392000000002
262217,28.820000000000014
262218,40.56020000000003
262219,187.5279999999999
262220,820.5698
262221,72.96729999999992
262222,8394.534300000005
262223,1257.2161000000003
262224,4136.807600000001
262225,1106.8807000000015
262226,33901.54540000002
262227,818.4027000000003
262228,509.5155999999996
262229,16898.8978
262230,18023.627799999987
262231,14549.340300000013
262232,32986.108799999995
262233,1539.1400999999992
262234,19505.555000000026
262235,24881.92929999999
262236,6887.861199999999
262237,2277.1577000000007
262238,4622.166700000001
262239,25100.895
262240,177.71720000000005
262241,2109.515200000001
262242,15.530199999999986
262243,4515.490200000001
262244,4277.043900000001
262245,49.57239999999996
262246,16826.327900000004
262247,2980.2676999999994
262248,18160.466199999995
262249,7804.658000000003
262250,26363.2322
262251,5616.215
262252,26005.80109999998
262253,40102.30199999998
262254,17094.39860000001
262255,6243.9450000000015
262256,14.11820000000002
262257,69.26070000000001
262258,19197.033099999997
262259,56027.61130000002
262260,10584.922700000005
262261,7492.859799999997
262262,14375.9095
262263,5550.7453000000005
262264,10656.000399999992
262265,4657.425200000005
262266,6964.965499999996
262267,6742.850400000004
262268,4528.351400000004
262269,13285.411300000003
262270,6936.976899999998
262271,6126.6805
262272,8436.927899999991
262273,2073.295600000002
262274,1909.4342000000013
262275,1241.8542000000004
262276,3429.3396000000007
262277,13223.225699999988
262278,3082.400600000002
262279,10843.7512
262280,10015.627800000002
262281,61878.16250000005
262282,16231.238599999991
262283,3726.606100000002
262284,1150.0240000000003
262285,6590.272199999996
262286,1264.7785999999987
262287,19483.97030000001
262288,17.59440000000002
262289,5913.0666
262290,664.1156999999995
262291,128.74080000000006
262292,2401.858900000001
262293,3038.466499999999
262294,5527.906100000005
262295,8830.912900000001
262296,15499.71769999999
262297,811.0876
262298,2159.2807000000003
262299,2756.5578
262300,9049.0606
262301,4187.085399999998
262302,2027.206
262303,13654.969599999997
262304,7948.0058
262305,6983.970900000001
262306,7976.560400000008
262307,7658.744299999997
262308,5815.3516999999965
262309,10385.7392
262310,1044.5464
262311,8.112500000000004
262312,17918.9746
262313,1613.6900999999998
262314,44.89709999999998
262315,11523.690599999998
262316,12397.034200000002
262317,8647.164099999998
262318,15476.374899999995
262319,8805.325399999992
262320,703.7332999999999
262321,3830.5123
262322,43025.99300000006
262323,7880.124800000001
262324,64.20060000000001
262325,3402.5823000000014
262326,1294.4604999999992
262327,3419.922500000001
262328,6418.249900000003
262329,2157.5317000000023
262330,15052.964899999995
262331,18695.734
262332,6872.7087
262333,896.3082999999999
262334,6884.757699999999
262335,4251.908599999998
262336,5196.102199999999
262337,4027.0215
262338,2098.6897
262339,21350.94239999997
262340,4147.1628
262341,467.2077000000006
262342,33246.953500000025
262343,3548.2221000000004
262344,9704.759999999991
262345,33569.076600000015
262346,26349.831500000008
262347,19256.4289
262348,52454.09189999999
262349,13764.6794
262350,21163.291600000008
262351,2386.0739000000017
262352,80.9147
262353,11045.210400000007
262354,21.4034
262355,470.1954999999997
262356,2338.6505
262357,2278.1258000000003
262358,186.7177
262359,2615.7186999999994
262360,23005.997000000007
262361,34075.8717
262362,779.3045999999996
262363,5680.921999999991
262364,5191.007499999998
262365,16789.81169999998
262366,10272.890099999991
262367,48144.426899999984
262368,16638.329699999987
262369,39462.2963
262370,6550.4812
262371,4082.5982999999983
262372,11504.3512
262373,487.63459999999947
262374,4832.095599999998
262375,7501.439299999999
262376,6766.445600000001
262377,572.9824999999997
262378,2162.938899999999
262379,63.80240000000007
262380,450.78739999999976
262381,3005.1205
262382,20.892300000000024
262383,5654.8426000000045
262384,4016.660300000005
262385,7847.462200000004
262386,146.73779999999994
262387,16006.657599999997
262388,186.89420000000013
262389,811.2108999999996
262390,41278.19920000005
262391,4275.150900000004
262392,7431.475899999999
262393,16151.2731
262394,58000.27480000001
262395,22744.4182
262396,66.71949999999995
262397,8373.609699999994
262398,2619.3230000000017
262399,252.9443
262400,3083.9102000000003
262401,16.039500000000004
262402,284.7647999999997
262403,31259.039700000016
262404,210.8703
262405,25864.41560000001
262406,16857.310899999997
262407,41369.058800000006
262408,7641.737600000002
262409,24.265699999999992
262410,163.85809999999998
262411,145.92870000000002
262412,20412.436599999983
262413,23303.62489999999
262414,917.2709000000008
262415,22879.416699999994
262416,33554.274099999995
262417,8421.682399999998
262418,7800.914200000007
262419,805.6769
262420,16777.208800000004
262421,101.2841
262422,2735.3202000000024
262423,5338.965200000007
262424,15843.175499999985
262425,232.0698
262426,18028.601700000003
262427,316.3472999999998
262428,23214.553000000004
262429,740.6928999999996
262430,33712.634399999966
262431,20438.543500000007
262432,1390.9034999999983
262433,18386.243600000016
262434,6264.040800000004
262435,1769.8993000000005
262436,213.7364999999999
262437,479.51450000000017
262438,8642.823899999994
262439,3705.659400000001
262440,18904.465900000003
262441,810.4246999999992
262442,33917.28740000002
262443,15201.068000000005
262444,39467.70729999998
262445,11798.441199999992
262446,1740.2420999999993
262447,4186.745300000002
262448,22692.285200000013
262449,7630.084600000001
262450,20861.942299999984
262451,1241.4746
262452,35133.19110000003
262453,1373.4794
262454,3388.2348999999986
262455,54.3706
262456,4868.753600000002
262457,28.19200000000004
262458,1375.0641000000005
262459,68.6609
262460,27059.6363
262461,8001.391199999997
262462,14886.196399999995
262463,1233.2829000000002
262464,5661.1816
262465,16592.746900000024
262466,15037.323399999992
262467,25614.68579999999
262468,4398.944000000002
262469,5787.858100000003
262470,54241.158899999966
262471,522.9280999999996
262472,11349.2208
262473,3457.284900000001
262474,2606.6579000000024
262475,5472.164100000002
262476,111.5918
262477,138.70119999999994
262478,6130.008999999996
262479,5471.130500000004
262480,12633.0443
262481,27593.55
262482,31245.95309999999
262483,62.487900000000025
262484,1589.5184999999994
262485,6989.3232000000025
262486,32.550300000000014
262487,3233.135300000001
262488,2260.1914
262489,11873.272899999998
262490,20001.79369999999
262491,46.99610000000001
262492,1780.0637999999997
262493,2842.4598000000024
262494,5033.196999999999
262495,6766.818600000006
262496,5569.837400000002
262497,43565.1946
262498,2809.509000000001
262499,33063.18940000001
262500,7890.765100000007
262501,1483.2292000000002
262502,565.6410000000001
262503,5026.422499999996
262504,7072.031599999996
262505,23852.44669999999
262506,589.2387999999996
262507,18930.16110000001
262508,4751.477800000002
262509,70474.31590000003
262510,2387.5002000000004
262511,41333.66850000003
262512,7248.912099999996
262513,59042.84669999997
262514,6841.802299999999
262515,4179.278799999995
262516,3820.625100000001
262517,1264.4738999999986
262518,35952.3829
262519,8221.294400000002
262520,1395.6138999999994
262521,4419.975099999999
262522,16361.076400000013
262523,7011.413900000001
262524,27417.798099999985
262525,5753.066899999996
262526,3683.1222
262527,2698.940000000003
262528,1691.8024000000005
262529,173.41580000000002
262530,1132.0016000000005
262531,2730.4932000000026
262532,2110.6302000000014
262533,45200.74519999997
262534,2081.7421999999992
262535,2090.403
262536,968.5592
262537,2824.5174999999995
262538,30528.394500000017
262539,11763.306499999995
262540,62824.42969999997
262541,44523.1784
262542,5340.247199999999
262543,1477.617800000001
262544,10233.714099999988
262545,14072.567600000004
262546,15211.75149999999
262547,9130.88709999999
262548,1191.5835000000002
262549,271.0915000000001
262550,7368.538899999998
262551,1060.8130999999996
262552,1464.2422
262553,12719.110200000012
262554,11424.846699999987
262555,12.5942
262556,2418.376200000001
262557,24099.876400000005
262558,17130.628399999987
262559,2299.2266999999997
262560,6345.398500000003
262561,408.20970000000017
262562,2573.323399999997
262563,20048.58710000001
262564,5059.506700000001
262565,34.31950000000002
262566,18262.131599999982
262567,13457.884999999997
262568,12629.754499999995
262569,76.33639999999998
262570,36221.189900000005
262571,2071.1812000000004
262572,7367.533500000004
262573,47519.25529999999
262574,1426.3875
262575,7974.256499999998
262576,2962.4402
262577,9934.158899999997
262578,8870.356700000002
262579,30137.585500000037
262580,2104.2922999999987
262581,1350.7609
262582,9886.989400000002
262583,19934.61460000001
262584,48375.479000000014
262585,378.7493999999998
262586,8024.376200000006
262587,51520.87600000002
262588,16987.69299999998
262589,4752.413700000001
262590,1724.5963000000013
262591,11171.851900000009
262592,51754.08620000003
262593,9353.991200000008
262594,730.4670999999995
262595,2816.5541000000003
262596,12650.25569999999
262597,8581.875400000004
262598,6803.821399999998
262599,13716.657700000009
262600,38825.16189999997
262601,3636.4842999999983
262602,14775.714899999995
262603,3848.501399999996
262604,34549.851800000004
262605,10298.6483
262606,9057.468
262607,18838.30520000001
262608,37350.1869
262609,16770.246300000006
262610,10210.111900000004
262611,4473.247699999996
262612,574.1773000000001
262613,20462.70889999998
262614,3849.5169
262615,943.2228
262616,4330.3132000000005
262617,10557.466800000002
262618,7472.222600000004
262619,6946.857599999997
262620,10792.3762
262621,3042.1049000000003
262622,44392.1904
262623,58.14930000000004
262624,1111.3452
262625,8961.421899999996
262626,19267.0421
262627,20301.759100000003
262628,38651.38360000003
262629,24441.03039999998
262630,462.8948999999999
262631,27079.9952
262632,23923.551
262633,64774.7777999999
262634,13463.586200000009
262635,37286.35310000001
262636,66375.71610000002
262637,10069.912699999995
262638,34263.00320000001
262639,7426.121500000003
262640,12012.815700000008
262641,9145.937399999995
262642,21686.17279999999
262643,3393.5801
262644,43185.733
262645,18325.016199999973
262646,13418.898400000013
262647,713.8449999999997
262648,18815.5405
262649,2546.7667
262650,278.5266999999997
262651,25559.18919999999
262652,27914.2574
262653,30246.1153
262654,1116.7691000000004
262655,14846.452599999991
262656,10880.398700000012
262657,20282.72259999999
262658,13163.834
262659,12739.311999999994
262660,30960.751699999997
262661,41505.91030000001
262662,8268.914499999997
262663,780.5161
262664,18591.140300000017
262665,16339.121799999988
262666,7831.3709999999965
262667,546.8559
262668,59198.09589999993
262669,1207.4478000000004
262670,33943.26520000002
262671,12290.148199999994
262672,25876.52710000001
262673,25682.80910000001
262674,53983.115500000014
262675,227.56940000000003
262676,26037.386
262677,22.64460000000001
262678,46060.12499999998
262679,8957.1028
262680,52801.87289999997
262681,729.6719999999997
262682,3570.347099999997
262683,28414.55630000001
262684,11747.732000000004
262685,4200.808400000002
262686,766.7730999999999
262687,7572.807000000005
262688,29092.43980000003
262689,3327.1577999999986
262690,7198.802700000003
262691,6081.6938
262692,5442.667900000003
262693,9710.412999999997
262694,3980.2086
262695,4148.452699999999
262696,3129.8487999999998
262697,12897.407400000018
262698,21034.46839999999
262699,9230.71630000001
262700,13262.2076
262701,42.80860000000003
262702,3429.9108
262703,29276.165900000004
262704,520.8057999999999
262705,8837.405999999999
262706,25351.698000000004
262707,14219.196300000003
262708,6956.451299999992
262709,14615.995
262710,57520.36490000002
262711,8904.391599999997
262712,3046.0122999999967
262713,47632.65540000001
262714,10303.237100000011
262715,14016.930700000004
262716,52432.3328
262717,524.7984999999994
262718,4734.915900000002
262719,40849.7549
262720,9498.99149999999
262721,21179.2371
262722,19833.17939999997
262723,66057.1933
262724,45437.60010000002
262725,4423.6810000000005
262726,22923.5182
262727,5111.167099999999
262728,23604.304899999992
262729,1221.7669
262730,1160.6998
262731,219.82889999999995
262732,25442.624100000005
262733,14853.454900000012
262734,6946.975599999998
262735,2285.3258
262736,38931.17039999997
262737,43839.56789999997
262738,4785.743899999993
262739,1781.2493999999997
262740,11139.487900000006
262741,21199.1237
262742,636.0325
262743,901.9429000000003
262744,8026.751600000002
262745,5052.467200000002
262746,483.5046000000004
262747,33539.83
262748,4434.4415
262749,2880.927200000003
262750,3460.3206
262751,3343.2232999999983
262752,16253.297299999997
262753,7649.740100000006
262754,39294.48610000001
262755,4192.5984
262756,39467.09320000001
262757,17126.238499999996
262758,7865.842499999999
262759,16639.81729999999
262760,4518.6482
262761,30.19920000000003
262762,2348.112100000002
262763,33217.1041
262764,22410.74609999999
262765,9.3602
262766,54.825599999999966
262767,55986.819199999954
262768,5301.275199999999
262769,7101.710299999997
262770,22046.898299999983
262771,3507.031799999997
262772,11628.2605
262773,5504.652799999998
262774,3747.1458
262775,15736.936500000003
262776,29077.16849999998
262777,16362.765599999986
262778,7008.461000000006
262779,27231.30499999999
262780,2714.020499999999
262781,4607.9324000000015
262782,14651.819999999996
262783,7141.1263999999965
262784,7612.382399999999
262785,1298.806399999999
262786,9639.6007
262787,5650.0288999999975
262788,320.8512
262789,7866.896200000008
262790,3588.822599999997
262791,5588.334199999996
262792,2107.0510000000013
262793,2221.5042
262794,7374.631799999989
262795,44417.826700000005
262796,500.3217000000001
262797,10016.988800000005
262798,22472.23750000003
262799,187.4838
262800,374.44370000000015
262801,511.6762999999997
262802,27.73700000000001
262803,30048.450200000032
262804,6163.260199999997
262805,36241.4043
262806,14760.164800000011
262807,3807.782400000004
262808,6899.660000000001
262809,5247.638900000002
262810,12375.290100000002
262811,42468.32879999998
262812,4000.5783000000015
262813,16809.640100000008
262814,9056.226300000002
262815,411.2848
262816,25359.8966
262817,802.315799999999
262818,3072.4623999999994
262819,5370.292600000002
262820,9037.223100000005
262821,3103.3880000000017
262822,21477.43860000001
262823,7369.557500000003
262824,7055.465800000006
262825,33694.1727
262826,7102.878099999998
262827,5021.2884
262828,68277.6305
262829,8956.880400000004
262830,5674.301500000007
262831,1915.6440999999984
262832,30979.7823
262833,28586.21649999997
262834,5802.983199999999
262835,634.936
262836,3078.5854999999992
262837,5656.492200000003
262838,47.6642
262839,4710.645199999998
262840,1890.8531
262841,13779.170800000004
262842,12823.9447
262843,9365.238400000004
262844,483.35349999999977
262845,23049.9326
262846,3925.268900000001
262847,547.4953
262848,27354.1763
262849,7169.0381999999945
262850,23891.59579999998
262851,1147.2287
262852,8020.956300000004
262853,20.27620000000002
262854,46389.52879999995
262855,18016.744900000005
262856,4732.856200000001
262857,5302.1972000000005
262858,5718.034200000003
262859,35200.7022
262860,446.3748999999999
262861,8357.599100000001
262862,3362.403000000002
262863,3482.457700000001
262864,38183.914499999984
262865,12710.3289
262866,11286.985
262867,9411.145000000004
262868,1571.6741000000006
262869,27385.50819999998
262870,816.345
262871,33647.38309999997
262872,25253.37309999999
262873,818.3105
262874,4769.996300000002
262875,117.56029999999998
262876,195.3905999999998
262877,6167.812300000006
262878,67263.57660000006
262879,24874.3836
262880,2252.8467000000005
262881,3410.9867000000004
262882,14507.714000000004
262883,16831.67899999999
262884,6002.183700000001
262885,50648.09700000001
262886,14539.884799999983
262887,52394.264
262888,4130.020300000001
262889,9732.744299999997
262890,21735.2597
262891,51206.00609999999
262892,5707.070399999997
262893,5598.987099999999
262894,23571.666900000004
262895,68415.81670000002
262896,46875.163
262897,24089.7583
262898,42009.07109999999
262899,20463.03339999997
262900,1906.1687000000009
262901,92.52630000000016
262902,400.5597000000001
262903,356.54890000000023
262904,649.1622
262905,18901.90000000001
262906,6748.5036000000055
262907,8395.354799999997
262908,7661.998100000006
262909,15571.165400000004
262910,88.95279999999997
262911,32088.862700000023
262912,593.9482
262913,12.90230000000002
262914,744.9796999999999
262915,29190.290699999983
262916,1424.2314999999987
262917,7414.130699999997
262918,2734.369899999999
262919,811.5620999999995
262920,6946.525200000003
262921,14037.145500000011
262922,3482.024299999998
262923,10378.148999999998
262924,11825.941099999998
262925,8684.259399999995
262926,10877.083399999998
262927,1780.4439000000004
262928,3866.7657
262929,151.1093999999999
262930,13283.719399999994
262931,7243.376200000003
262932,1459.4982999999995
262933,903.4148000000004
262934,23.1319
262935,8926.340900000003
262936,5793.5171999999975
262937,38195.92500000001
262938,9165.238199999996
262939,29714.10809999997
262940,1553.8207999999993
262941,25437.037900000007
262942,531.0817000000005
262943,17594.2996
262944,21056.783999999985
262945,23035.612300000004
262946,172.40019999999996
262947,33559.22430000001
262948,2474.8632
262949,27153.2779
262950,23615.895199999984
262951,17139.9625
262952,100.53290000000008
262953,4030.8434999999968
262954,4068.947799999999
262955,4254.945699999999
262956,1628.4607
262957,73.56289999999997
262958,380.1960999999999
262959,9370.887000000002
262960,25043.256200000007
262961,8668.215699999999
262962,759.8094999999997
262963,15273.892100000005
262964,9685.314799999998
262965,50.49409999999995
262966,17.307099999999995
262967,6650.934700000002
262968,33032.51669999999
262969,86.32339999999995
262970,14246.8604
262971,9631.768799999993
262972,707.1982
262973,11548.899700000007
262974,3656.8094
262975,108.11319999999988
262976,22899.809299999968
262977,5741.615999999997
262978,30125.95759999997
262979,32396.755299999997
262980,598.4477999999995
262981,9214.626199999992
262982,576.7456000000005
262983,42388.5999
262984,14329.9019
262985,27234.56059999999
262986,16703.183000000008
262987,7727.300000000002
262988,1946.639
262989,8145.877899999998
262990,1509.7168
262991,9618.704600000008
262992,6379.573699999997
262993,2527.5480000000007
262994,1795.9073999999998
262995,428.2816000000001
262996,2854.460399999999
262997,4235.223399999994
262998,7938.0332
262999,1708.2231999999997
263000,5534.155800000003
263001,29.562999999999988
263002,5682.526900000003
263003,4.781800000000001
263004,11354.564899999988
263005,3590.8043999999977
263006,370.6409000000003
263007,297.1514000000004
263008,1157.5959000000016
263009,3230.7018000000035
263010,23668.7358
263011,52467.97979999995
263012,36473.3749
263013,10240.415700000003
263014,1281.7810999999997
263015,2130.3558
263016,32456.3838
263017,16.267699999999984
263018,22574.254000000004
263019,359.4097
263020,7293.104799999997
263021,2001.9564000000016
263022,6098.009
263023,10346.590700000002
263024,25185.13729999999
263025,8103.6902
263026,2881.5851
263027,16.244000000000014
263028,9576.029499999995
263029,16922.19520000001
263030,6712.039399999998
263031,1146.3047999999997
263032,21853.3127
263033,1445.9965
263034,26977.540199999992
263035,5216.981100000001
263036,1302.812399999999
263037,2840.0090000000027
263038,8224.9153
263039,2978.7499000000007
263040,46756.303299999934
263041,468.51770000000033
263042,7151.576700000001
263043,5636.482200000001
263044,2425.5911
263045,29.666699999999995
263046,6455.930800000001
263047,7391.827800000002
263048,15808.863500000009
263049,3860.074800000002
263050,26264.828000000016
263051,135.48079999999996
263052,1098.2978
263053,37735.74530000003
263054,17507.46280000001
263055,6351.057500000007
263056,18420.689300000005
263057,34069.40630000001
263058,3559.7050999999983
263059,12561.249599999992
263060,9276.495299999997
263061,7776.069600000002
263062,2114.557400000003
263063,37756.09229999999
263064,1971.8638999999987
263065,4673.255900000001
263066,34574.55970000004
263067,604.5364000000003
263068,30328.7292
263069,44260.38379999997
263070,372.0969
263071,8157.053599999998
263072,330.8330999999998
263073,8698.651700000002
263074,4149.856899999999
263075,15361.8146
263076,9173.682699999994
263077,13285.1494
263078,63732.91040000001
263079,901.3988999999998
263080,11698.0349
263081,1639.3466000000012
263082,11446.206199999991
263083,6404.064899999995
263084,356.6298999999996
263085,9376.282199999996
263086,4690.997199999997
263087,474.4034000000002
263088,4227.511000000001
263089,36691.15709999999
263090,2667.2906
263091,1987.1389000000013
263092,8528.484399999996
263093,19702.49799999999
263094,7612.173400000002
263095,3945.766200000001
263096,16117.299399999987
263097,9071.821799999994
263098,248.54490000000013
263099,3427.612400000004
263100,18338.621700000007
263101,3268.2324000000003
263102,21889.977999999992
263103,8822.678499999998
263104,9104.384999999998
263105,6960.111500000003
263106,2335.1940000000004
263107,373.8651999999996
263108,20083.541900000007
263109,14310.1138
263110,490.314
263111,48.6197
263112,12358.3741
263113,68617.78309999997
263114,416.62450000000007
263115,17524.72839999999
263116,39752.5635
263117,1617.2395999999987
263118,1140.3445999999988
263119,46021.39089999998
263120,26.081499999999988
263121,183.1229
263122,7709.654399999995
263123,5949.674100000003
263124,4052.236499999996
263125,15440.920999999988
263126,45729.1062
263127,1530.5559000000003
263128,5033.1572
263129,387.92720000000014
263130,12467.561500000002
263131,18123.127799999987
263132,1681.622199999999
263133,11.715600000000002
263134,726.5507000000001
263135,22064.2487
263136,5085.9144000000015
263137,754.9678999999998
263138,3677.5043999999984
263139,65057.24490000004
263140,30129.185799999963
263141,5466.630200000002
263142,6962.736099999997
263143,70764.99550000005
263144,46474.5271
263145,29341.581800000007
263146,13917.07480000001
263147,29.36790000000001
263148,322.12679999999983
263149,84.99390000000002
263150,4330.657500000004
263151,50581.149
263152,9210.009000000004
263153,7015.012599999996
263154,50496.75439999998
263155,6535.285700000002
263156,1406.0419999999992
263157,14989.905500000015
263158,9243.188200000002
263159,2730.239700000001
263160,328.5331999999999
263161,33307.706600000005
263162,34140.8203
263163,23624.020400000023
263164,106.3262999999999
263165,27775.72460000002
263166,2254.3940999999995
263167,48979.71819999997
263168,9005.06430000001
263169,43891.534600000006
263170,7944.935000000001
263171,271.41499999999974
263172,6703.8261
263173,19273.2165
263174,2924.2788
263175,4311.740100000002
263176,4788.797600000001
263177,565.6762999999999
263178,29312.17410000001
263179,3737.2953
263180,32724.65759999998
263181,2038.6303999999984
263182,564.6011
263183,5095.429599999998
263184,132.21359999999993
263185,7937.790500000003
263186,6803.3523
263187,83.71990000000004
263188,51311.567200000005
263189,41602.88990000006
263190,194.09809999999987
263191,1404.6895000000004
263192,813.4559000000008
263193,20637.39729999997
263194,3486.417600000001
263195,11180.782400000004
263196,33.039399999999986
263197,3890.126999999999
263198,1112.0889000000006
263199,2092.174999999997
263200,15922.586200000009
263201,1999.2641
263202,46.05350000000001
263203,4060.699899999999
263204,96.27549999999998
263205,5476.603999999995
263206,6926.014299999994
263207,221.8216000000001
263208,5560.867299999993
263209,81.64340000000001
263210,1857.6796
263211,12981.094200000009
263212,34019.3855
263213,3442.538299999998
263214,17144.196700000008
263215,6084.853000000002
263216,13843.215699999995
263217,7895.20119999999
263218,24091.0896
263219,22.184099999999997
263220,2940.4698999999987
263221,22412.695300000003
263222,55903.43910000004
263223,8045.3546
263224,27448.2169
263225,38635.99989999998
263226,41.40529999999999
263227,3765.347599999999
263228,49.70429999999995
263229,2237.3322000000007
263230,1683.4101999999982
263231,2748.9850000000024
263232,63698.71210000003
263233,1686.2246999999988
263234,2521.268699999999
263235,1283.134700000001
263236,659.0814999999993
263237,1731.3314999999996
263238,5239.5932
263239,3082.6228
263240,36.685500000000005
263241,10165.90390000001
263242,6278.610000000002
263243,61.73729999999996
263244,38335.02410000001
263245,20307.113200000003
263246,19099.1344
263247,8483.415300000004
263248,17305.3956
263249,50950.620700000014
263250,15576.734900000003
263251,47179.6281
263252,13676.261400000005
263253,7638.764700000003
263254,18165.50980000001
263255,3660.512300000002
263256,11346.305200000008
263257,8799.883600000001
263258,3251.7139
263259,24365.9151
263260,19294.0496
263261,12751.319700000004
263262,735.1905
263263,17920.536899999996
263264,638.2069999999993
263265,1295.1627
263266,22716.04170000001
263267,166.89689999999996
263268,54273.27850000005
263269,977.9837000000002
263270,1438.5561000000002
263271,1630.2983000000002
263272,38662.073199999984
263273,25469.6004
263274,692.1405
263275,395.5941000000001
263276,2636.154800000001
263277,929.1371
263278,5097.9577999999965
263279,198.9176
263280,2931.8582
263281,89.33979999999995
263282,5163.140000000002
263283,49798.0463
263284,10789.557000000006
263285,35419.44229999999
